date,landfill_name,city,msw_received_tonnes,organic_fraction,ch4_emitted_tonnes,ambient_temp,sensor_status
2023-02-24,Okhla,Delhi,1040.1,0.43,46.08,20.4,ACTIVE
2023-02-24,Deonar,Mumbai,2949.0,0.41,130.05,17.8,ACTIVE
2023-02-24,Pirana,Ahmedabad,2837.7,0.59,130.25,15.5,ACTIVE
2023-02-24,Perungudi,Chennai,2065.4,0.46,92.12,21.4,CALIBRATING
2023-02-25,Ghazipur,Delhi,2732.9,0.53,123.8,22.4,ACTIVE
2023-02-25,Bhalswa,Delhi,2067.1,0.44,91.78,37.5,CALIBRATING
2023-02-25,Okhla,Delhi,1233.2,0.51,55.62,40.5,ACTIVE
2023-02-25,Deonar,Mumbai,3278.7,0.53,148.53,20.8,ACTIVE
2023-02-25,Pirana,Ahmedabad,2473.5,0.55,112.54,41.7,ACTIVE
2023-02-25,Perungudi,Chennai,2146.4,0.49,96.37,28.5,ACTIVE
2023-02-26,Ghazipur,Delhi,3200.7,0.55,145.63,22.5,ACTIVE
2023-02-26,Bhalswa,Delhi,1912.7,0.57,87.41,22.6,ACTIVE
2023-02-26,Okhla,Delhi,1170.9,0.4,51.52,31.8,ACTIVE
2023-02-26,Deonar,Mumbai,2621.2,0.52,118.48,42.8,ACTIVE
2023-02-26,Pirana,Ahmedabad,2367.1,0.56,107.94,31.1,CALIBRATING
2023-02-26,Perungudi,Chennai,2707.6,0.45,120.49,17.9,CALIBRATING
2023-02-27,Ghazipur,Delhi,2722.7,0.54,123.61,32.7,ACTIVE
2023-02-27,Bhalswa,Delhi,1745.9,0.57,79.79,18.3,ACTIVE
2023-02-27,Okhla,Delhi,1102.8,0.48,49.41,25.8,ACTIVE
2023-02-27,Deonar,Mumbai,2949.8,0.46,131.56,15.0,ACTIVE
2023-02-27,Pirana,Ahmedabad,2504.0,0.58,114.68,42.6,ACTIVE
2023-02-27,Perungudi,Chennai,2667.3,0.43,118.16,29.7,ACTIVE
2023-02-28,Ghazipur,Delhi,3084.4,0.45,137.26,29.1,ACTIVE
2023-02-28,Bhalswa,Delhi,2224.2,0.52,100.53,26.2,ACTIVE
2023-02-28,Okhla,Delhi,1233.0,0.59,56.59,38.5,ACTIVE
2023-02-28,Deonar,Mumbai,2798.3,0.45,124.52,33.1,ACTIVE
2023-02-28,Pirana,Ahmedabad,2455.9,0.42,108.55,19.7,ACTIVE
2023-02-28,Perungudi,Chennai,2415.7,0.46,107.74,24.6,ACTIVE
2023-03-01,Ghazipur,Delhi,3188.9,0.57,145.73,21.5,ACTIVE
2023-03-01,Bhalswa,Delhi,2048.0,0.54,92.98,19.8,ACTIVE
2023-03-01,Okhla,Delhi,1114.8,0.51,50.28,32.5,ACTIVE
2023-03-01,Deonar,Mumbai,3445.9,0.5,155.07,28.9,ACTIVE
2023-03-01,Pirana,Ahmedabad,2192.1,0.45,97.55,37.9,ACTIVE
2023-03-01,Perungudi,Chennai,2319.2,0.56,105.76,43.2,ACTIVE
2023-03-02,Ghazipur,Delhi,2614.9,0.41,115.32,16.2,ACTIVE
2023-03-02,Bhalswa,Delhi,2000.6,0.52,90.43,26.1,CALIBRATING
2023-03-02,Okhla,Delhi,1091.3,0.42,48.24,30.2,ACTIVE
2023-03-02,Deonar,Mumbai,2690.6,0.57,122.96,34.8,CALIBRATING
2023-03-02,Pirana,Ahmedabad,2582.3,0.44,114.65,17.5,ACTIVE
2023-03-02,Perungudi,Chennai,2290.1,0.6,105.34,22.3,ACTIVE
2023-03-03,Ghazipur,Delhi,2776.1,0.5,124.92,30.2,ACTIVE
2023-03-03,Bhalswa,Delhi,2198.5,0.59,100.91,17.0,ACTIVE
2023-03-03,Okhla,Delhi,1352.2,0.55,61.53,41.3,ACTIVE
2023-03-03,Deonar,Mumbai,2911.8,0.52,131.61,36.0,CALIBRATING
2023-03-03,Pirana,Ahmedabad,2445.2,0.43,108.32,29.4,ACTIVE
2023-03-03,Perungudi,Chennai,2552.7,0.47,114.11,39.7,ACTIVE
2023-03-04,Ghazipur,Delhi,3195.9,0.58,146.37,26.1,ACTIVE
2023-03-04,Bhalswa,Delhi,1737.4,0.43,76.97,23.9,ACTIVE
2023-03-04,Okhla,Delhi,1246.5,0.46,55.59,27.7,ACTIVE
2023-03-04,Deonar,Mumbai,2946.9,0.59,135.26,30.7,ACTIVE
2023-03-04,Pirana,Ahmedabad,2367.0,0.46,105.57,40.0,ACTIVE
2023-03-04,Perungudi,Chennai,2214.3,0.53,100.31,40.8,ACTIVE
2023-03-05,Ghazipur,Delhi,2425.1,0.56,110.58,44.1,ACTIVE
2023-03-05,Bhalswa,Delhi,2166.9,0.56,98.81,19.3,CALIBRATING
2023-03-05,Okhla,Delhi,1068.5,0.56,48.72,26.2,ACTIVE
2023-03-05,Deonar,Mumbai,2694.9,0.52,121.81,32.0,ACTIVE
2023-03-05,Pirana,Ahmedabad,2476.2,0.44,109.94,38.0,ACTIVE
2023-03-05,Perungudi,Chennai,2653.1,0.43,117.53,27.9,ACTIVE
2023-03-06,Ghazipur,Delhi,2657.2,0.5,119.57,26.1,ACTIVE
2023-03-06,Bhalswa,Delhi,1769.8,0.59,81.23,22.9,ACTIVE
2023-03-06,Okhla,Delhi,1356.0,0.49,60.88,37.9,ACTIVE
2023-03-06,Deonar,Mumbai,3082.6,0.41,135.94,31.7,ACTIVE
2023-03-06,Pirana,Ahmedabad,2872.5,0.53,130.12,35.5,ACTIVE
2023-03-06,Perungudi,Chennai,2425.9,0.48,108.68,25.2,ACTIVE
2023-03-07,Ghazipur,Delhi,3153.4,0.53,142.85,18.0,ACTIVE
2023-03-07,Bhalswa,Delhi,2010.3,0.43,89.06,20.1,ACTIVE
2023-03-07,Okhla,Delhi,1061.8,0.52,47.99,18.6,ACTIVE
2023-03-07,Deonar,Mumbai,2814.5,0.58,128.9,32.2,ACTIVE
2023-03-07,Pirana,Ahmedabad,2675.8,0.58,122.55,23.0,ACTIVE
2023-03-07,Perungudi,Chennai,2521.5,0.56,114.98,30.6,ACTIVE
2023-03-08,Ghazipur,Delhi,2526.3,0.58,115.7,44.9,ACTIVE
2023-03-08,Bhalswa,Delhi,1874.5,0.51,84.54,37.2,ACTIVE
2023-03-08,Okhla,Delhi,1235.7,0.44,54.87,37.5,ACTIVE
2023-03-08,Deonar,Mumbai,2554.6,0.53,115.72,20.5,ACTIVE
2023-03-08,Pirana,Ahmedabad,2626.0,0.51,118.43,22.5,ACTIVE
2023-03-08,Perungudi,Chennai,2537.7,0.59,116.48,20.0,ACTIVE
2023-03-09,Ghazipur,Delhi,2711.1,0.55,123.36,21.8,ACTIVE
2023-03-09,Bhalswa,Delhi,2143.3,0.55,97.52,42.9,ACTIVE
2023-03-09,Okhla,Delhi,1206.2,0.47,53.92,37.8,ACTIVE
2023-03-09,Deonar,Mumbai,2824.8,0.55,128.53,43.5,ACTIVE
2023-03-09,Pirana,Ahmedabad,2489.6,0.42,110.04,29.4,ACTIVE
2023-03-09,Perungudi,Chennai,2574.8,0.42,113.81,44.5,ACTIVE
2023-03-10,Ghazipur,Delhi,3157.7,0.52,142.73,17.5,ACTIVE
2023-03-10,Bhalswa,Delhi,2130.4,0.47,95.23,33.5,ACTIVE
2023-03-10,Okhla,Delhi,1135.7,0.49,50.99,35.4,ACTIVE
2023-03-10,Deonar,Mumbai,2608.8,0.43,115.57,41.1,ACTIVE
2023-03-10,Pirana,Ahmedabad,2667.9,0.44,118.45,33.4,CALIBRATING
2023-03-10,Perungudi,Chennai,2362.8,0.41,104.2,31.7,ACTIVE
2023-03-11,Ghazipur,Delhi,3043.1,0.57,139.07,41.1,ACTIVE
2023-03-11,Bhalswa,Delhi,2252.9,0.59,103.41,29.9,ACTIVE
2023-03-11,Okhla,Delhi,1057.6,0.5,47.59,19.4,ACTIVE
2023-03-11,Deonar,Mumbai,3145.4,0.5,141.54,27.6,ACTIVE
2023-03-11,Pirana,Ahmedabad,2608.7,0.48,116.87,38.6,ACTIVE
2023-03-11,Perungudi,Chennai,2137.7,0.54,97.05,15.2,ACTIVE
2023-03-12,Ghazipur,Delhi,2769.8,0.45,123.26,38.1,OFFLINE
2023-03-12,Bhalswa,Delhi,1750.0,0.49,78.57,26.0,ACTIVE
2023-03-12,Okhla,Delhi,1205.6,0.55,54.85,41.3,CALIBRATING
2023-03-12,Deonar,Mumbai,2906.6,0.5,130.8,26.5,ACTIVE
2023-03-12,Pirana,Ahmedabad,2214.5,0.55,100.76,17.6,ACTIVE
2023-03-12,Perungudi,Chennai,2172.8,0.4,95.6,31.3,ACTIVE
2023-03-13,Ghazipur,Delhi,3208.3,0.41,141.49,41.9,ACTIVE
2023-03-13,Bhalswa,Delhi,1925.8,0.56,87.82,22.2,ACTIVE
2023-03-13,Okhla,Delhi,1249.7,0.48,55.99,24.0,CALIBRATING
2023-03-13,Deonar,Mumbai,2666.0,0.5,119.97,34.7,ACTIVE
2023-03-13,Pirana,Ahmedabad,2753.5,0.53,124.73,36.6,OFFLINE
2023-03-13,Perungudi,Chennai,2534.8,0.58,116.09,41.3,CALIBRATING
2023-03-14,Ghazipur,Delhi,2778.8,0.44,123.38,28.5,CALIBRATING
2023-03-14,Bhalswa,Delhi,1774.0,0.46,79.12,44.4,ACTIVE
2023-03-14,Okhla,Delhi,1176.9,0.6,54.14,31.8,CALIBRATING
2023-03-14,Deonar,Mumbai,2726.7,0.45,121.34,29.6,ACTIVE
2023-03-14,Pirana,Ahmedabad,2750.3,0.52,124.31,24.4,ACTIVE
2023-03-14,Perungudi,Chennai,2483.9,0.51,112.02,33.7,ACTIVE
2023-03-15,Ghazipur,Delhi,2778.3,0.53,125.86,37.6,ACTIVE
2023-03-15,Bhalswa,Delhi,2053.3,0.42,90.76,36.2,ACTIVE
2023-03-15,Okhla,Delhi,1201.8,0.59,55.16,30.9,ACTIVE
2023-03-15,Deonar,Mumbai,2720.0,0.42,120.22,18.8,ACTIVE
2023-03-15,Pirana,Ahmedabad,2329.4,0.55,105.99,15.9,CALIBRATING
2023-03-15,Perungudi,Chennai,2335.1,0.46,104.15,15.4,ACTIVE
2023-03-16,Ghazipur,Delhi,2966.4,0.5,133.49,42.7,ACTIVE
2023-03-16,Bhalswa,Delhi,1771.8,0.44,78.67,44.1,ACTIVE
2023-03-16,Okhla,Delhi,1361.3,0.46,60.71,19.7,ACTIVE
2023-03-16,Deonar,Mumbai,3036.2,0.42,134.2,26.4,ACTIVE
2023-03-16,Pirana,Ahmedabad,2368.3,0.42,104.68,22.6,ACTIVE
2023-03-16,Perungudi,Chennai,2742.9,0.59,125.9,28.6,OFFLINE
2023-03-17,Ghazipur,Delhi,2679.5,0.51,120.85,23.6,ACTIVE
2023-03-17,Bhalswa,Delhi,1844.2,0.53,83.54,38.5,ACTIVE
2023-03-17,Okhla,Delhi,1295.2,0.59,59.45,16.7,ACTIVE
2023-03-17,Deonar,Mumbai,2772.2,0.55,126.14,32.3,ACTIVE
2023-03-17,Pirana,Ahmedabad,2412.1,0.52,109.03,26.0,ACTIVE
2023-03-17,Perungudi,Chennai,2226.8,0.42,98.42,28.0,ACTIVE
2023-03-18,Ghazipur,Delhi,2901.8,0.46,129.42,31.5,ACTIVE
2023-03-18,Bhalswa,Delhi,1875.6,0.55,85.34,28.2,ACTIVE
2023-03-18,Okhla,Delhi,1093.3,0.55,49.75,40.1,ACTIVE
2023-03-18,Deonar,Mumbai,3066.9,0.42,135.56,24.3,ACTIVE
2023-03-18,Pirana,Ahmedabad,2184.3,0.57,99.82,18.8,ACTIVE
2023-03-18,Perungudi,Chennai,2312.7,0.42,102.22,41.5,ACTIVE
2023-03-19,Ghazipur,Delhi,3024.8,0.57,138.23,33.4,ACTIVE
2023-03-19,Bhalswa,Delhi,1835.4,0.51,82.78,21.7,ACTIVE
2023-03-19,Okhla,Delhi,1097.0,0.6,50.46,27.5,ACTIVE
2023-03-19,Deonar,Mumbai,3160.1,0.51,142.52,28.0,ACTIVE
2023-03-19,Pirana,Ahmedabad,2562.1,0.51,115.55,42.7,ACTIVE
2023-03-19,Perungudi,Chennai,2155.0,0.48,96.54,39.2,ACTIVE
2023-03-20,Ghazipur,Delhi,3060.1,0.47,136.79,21.8,ACTIVE
2023-03-20,Bhalswa,Delhi,2268.3,0.59,104.11,22.9,ACTIVE
2023-03-20,Okhla,Delhi,1026.5,0.52,46.4,17.7,ACTIVE
2023-03-20,Deonar,Mumbai,2646.1,0.49,118.81,17.4,ACTIVE
2023-03-20,Pirana,Ahmedabad,2669.3,0.4,117.45,25.8,ACTIVE
2023-03-20,Perungudi,Chennai,2320.1,0.54,105.33,19.5,ACTIVE
2023-03-21,Ghazipur,Delhi,2724.3,0.46,121.5,36.9,ACTIVE
2023-03-21,Bhalswa,Delhi,1821.6,0.45,81.06,21.0,ACTIVE
2023-03-21,Okhla,Delhi,1298.8,0.56,59.23,18.3,ACTIVE
2023-03-21,Deonar,Mumbai,3319.9,0.59,152.38,40.9,ACTIVE
2023-03-21,Pirana,Ahmedabad,2698.8,0.56,123.07,29.4,CALIBRATING
2023-03-21,Perungudi,Chennai,2199.4,0.44,97.65,35.5,ACTIVE
2023-03-22,Ghazipur,Delhi,2518.6,0.47,112.58,34.0,ACTIVE
2023-03-22,Bhalswa,Delhi,1922.4,0.56,87.66,17.5,ACTIVE
2023-03-22,Okhla,Delhi,1096.9,0.59,50.35,36.8,ACTIVE
2023-03-22,Deonar,Mumbai,2852.6,0.5,128.37,40.5,ACTIVE
2023-03-22,Pirana,Ahmedabad,2235.5,0.43,99.03,21.4,ACTIVE
2023-03-22,Perungudi,Chennai,2592.7,0.58,118.75,38.4,ACTIVE
2023-03-23,Ghazipur,Delhi,2635.0,0.54,119.63,37.8,ACTIVE
2023-03-23,Bhalswa,Delhi,1771.6,0.49,79.54,35.2,ACTIVE
2023-03-23,Okhla,Delhi,1022.7,0.4,45.0,32.2,ACTIVE
2023-03-23,Deonar,Mumbai,2591.7,0.58,118.7,22.1,ACTIVE
2023-03-23,Pirana,Ahmedabad,2431.7,0.6,111.86,20.4,ACTIVE
2023-03-23,Perungudi,Chennai,2704.1,0.6,124.39,24.0,ACTIVE
2023-03-24,Ghazipur,Delhi,2938.1,0.49,131.92,22.7,ACTIVE
2023-03-24,Bhalswa,Delhi,2231.6,0.51,100.65,28.5,ACTIVE
2023-03-24,Okhla,Delhi,1344.0,0.45,59.81,45.0,ACTIVE
2023-03-24,Deonar,Mumbai,3220.3,0.48,144.27,22.8,ACTIVE
2023-03-24,Pirana,Ahmedabad,2382.9,0.44,105.8,35.3,ACTIVE
2023-03-24,Perungudi,Chennai,2155.0,0.51,97.19,30.1,ACTIVE
2023-03-25,Ghazipur,Delhi,2893.2,0.53,131.06,37.8,ACTIVE
2023-03-25,Bhalswa,Delhi,2239.2,0.55,101.88,41.3,ACTIVE
2023-03-25,Okhla,Delhi,1184.7,0.57,54.14,36.2,ACTIVE
2023-03-25,Deonar,Mumbai,3391.2,0.42,149.89,27.9,CALIBRATING
2023-03-25,Pirana,Ahmedabad,2222.6,0.44,98.68,22.2,ACTIVE
2023-03-25,Perungudi,Chennai,2251.2,0.49,101.08,21.3,ACTIVE
2023-03-26,Ghazipur,Delhi,2785.0,0.57,127.27,36.5,ACTIVE
2023-03-26,Bhalswa,Delhi,1871.7,0.49,84.04,33.0,ACTIVE
2023-03-26,Okhla,Delhi,1233.6,0.49,55.39,35.0,ACTIVE
2023-03-26,Deonar,Mumbai,2951.5,0.44,131.05,33.8,ACTIVE
2023-03-26,Pirana,Ahmedabad,2294.5,0.47,102.56,37.0,ACTIVE
2023-03-26,Perungudi,Chennai,2448.4,0.47,109.44,29.5,ACTIVE
2023-03-27,Ghazipur,Delhi,3182.2,0.6,146.38,38.9,ACTIVE
2023-03-27,Bhalswa,Delhi,2038.1,0.59,93.55,42.4,ACTIVE
2023-03-27,Okhla,Delhi,1195.8,0.4,52.62,31.5,ACTIVE
2023-03-27,Deonar,Mumbai,2786.2,0.43,123.43,35.5,ACTIVE
2023-03-27,Pirana,Ahmedabad,2515.6,0.52,113.71,18.7,ACTIVE
2023-03-27,Perungudi,Chennai,2163.9,0.49,97.16,42.5,ACTIVE
2023-03-28,Ghazipur,Delhi,2874.8,0.56,131.09,19.7,ACTIVE
2023-03-28,Bhalswa,Delhi,1835.3,0.44,81.49,31.8,ACTIVE
2023-03-28,Okhla,Delhi,1371.0,0.44,60.87,27.5,ACTIVE
2023-03-28,Deonar,Mumbai,3199.1,0.59,146.84,29.8,ACTIVE
2023-03-28,Pirana,Ahmedabad,2152.4,0.46,96.0,30.1,ACTIVE
2023-03-28,Perungudi,Chennai,2552.0,0.41,112.54,23.0,ACTIVE
2023-03-29,Ghazipur,Delhi,2721.6,0.42,120.29,26.5,ACTIVE
2023-03-29,Bhalswa,Delhi,2245.0,0.56,102.37,43.5,ACTIVE
2023-03-29,Okhla,Delhi,1223.0,0.51,55.16,26.3,ACTIVE
2023-03-29,Deonar,Mumbai,2927.8,0.5,131.75,27.7,ACTIVE
2023-03-29,Pirana,Ahmedabad,2287.7,0.56,104.32,44.7,ACTIVE
2023-03-29,Perungudi,Chennai,2133.7,0.5,96.02,25.6,ACTIVE
2023-03-30,Ghazipur,Delhi,3049.6,0.49,136.93,20.9,ACTIVE
2023-03-30,Bhalswa,Delhi,1796.2,0.44,79.75,38.9,ACTIVE
2023-03-30,Okhla,Delhi,1303.3,0.46,58.13,42.5,ACTIVE
2023-03-30,Deonar,Mumbai,3417.3,0.46,152.41,15.9,ACTIVE
2023-03-30,Pirana,Ahmedabad,2699.2,0.56,123.08,19.8,ACTIVE
2023-03-30,Perungudi,Chennai,2257.8,0.53,102.28,22.6,ACTIVE
2023-03-31,Ghazipur,Delhi,2533.2,0.41,111.71,19.5,ACTIVE
2023-03-31,Bhalswa,Delhi,1858.6,0.47,83.08,33.6,ACTIVE
2023-03-31,Okhla,Delhi,1078.8,0.6,49.62,41.0,ACTIVE
2023-03-31,Deonar,Mumbai,3184.2,0.56,145.2,38.3,ACTIVE
2023-03-31,Pirana,Ahmedabad,2363.8,0.41,104.24,24.4,ACTIVE
2023-03-31,Perungudi,Chennai,2720.0,0.44,120.77,36.4,CALIBRATING
2023-04-01,Ghazipur,Delhi,2640.0,0.43,116.95,20.8,CALIBRATING
2023-04-01,Bhalswa,Delhi,2121.3,0.42,93.76,44.2,ACTIVE
2023-04-01,Okhla,Delhi,1373.7,0.49,61.68,35.6,ACTIVE
2023-04-01,Deonar,Mumbai,3170.1,0.41,139.8,24.3,ACTIVE
2023-04-01,Pirana,Ahmedabad,2164.1,0.51,97.6,34.7,ACTIVE
2023-04-01,Perungudi,Chennai,2181.3,0.51,98.38,17.0,CALIBRATING
2023-04-02,Ghazipur,Delhi,2676.6,0.58,122.59,23.2,ACTIVE
2023-04-02,Bhalswa,Delhi,1822.7,0.54,82.75,38.6,ACTIVE
2023-04-02,Okhla,Delhi,1086.0,0.52,49.09,29.7,ACTIVE
2023-04-02,Deonar,Mumbai,3160.1,0.6,145.36,26.9,ACTIVE
2023-04-02,Pirana,Ahmedabad,2780.5,0.47,124.29,25.8,ACTIVE
2023-04-02,Perungudi,Chennai,2722.1,0.45,121.13,35.3,ACTIVE
2023-04-03,Ghazipur,Delhi,2550.4,0.51,115.02,25.5,ACTIVE
2023-04-03,Bhalswa,Delhi,2260.8,0.59,103.77,36.8,ACTIVE
2023-04-03,Okhla,Delhi,1361.6,0.56,62.09,18.3,ACTIVE
2023-04-03,Deonar,Mumbai,3347.5,0.44,148.63,16.0,ACTIVE
2023-04-03,Pirana,Ahmedabad,2581.1,0.58,118.21,27.4,ACTIVE
2023-04-03,Perungudi,Chennai,2381.0,0.45,105.95,44.9,ACTIVE
2023-04-04,Ghazipur,Delhi,2633.7,0.49,118.25,30.0,ACTIVE
2023-04-04,Bhalswa,Delhi,2089.1,0.59,95.89,22.6,ACTIVE
2023-04-04,Okhla,Delhi,1239.8,0.47,55.42,44.6,ACTIVE
2023-04-04,Deonar,Mumbai,3086.7,0.54,140.14,15.2,ACTIVE
2023-04-04,Pirana,Ahmedabad,2698.1,0.41,118.99,37.5,ACTIVE
2023-04-04,Perungudi,Chennai,2146.3,0.54,97.44,38.8,ACTIVE
2023-04-05,Ghazipur,Delhi,2527.8,0.41,111.48,16.6,ACTIVE
2023-04-05,Bhalswa,Delhi,2068.1,0.49,92.86,20.3,ACTIVE
2023-04-05,Okhla,Delhi,1126.2,0.44,50.0,23.1,ACTIVE
2023-04-05,Deonar,Mumbai,2659.0,0.6,122.31,21.9,ACTIVE
2023-04-05,Pirana,Ahmedabad,2425.5,0.57,110.85,40.9,CALIBRATING
2023-04-05,Perungudi,Chennai,2072.5,0.53,93.88,18.4,ACTIVE
2023-04-06,Ghazipur,Delhi,3138.5,0.46,139.98,39.9,ACTIVE
2023-04-06,Bhalswa,Delhi,1799.5,0.49,80.8,34.3,ACTIVE
2023-04-06,Okhla,Delhi,1371.0,0.49,61.56,38.7,ACTIVE
2023-04-06,Deonar,Mumbai,2571.0,0.49,115.44,20.6,ACTIVE
2023-04-06,Pirana,Ahmedabad,2251.5,0.42,99.52,15.5,CALIBRATING
2023-04-06,Perungudi,Chennai,2514.2,0.45,111.88,40.9,ACTIVE
2023-04-07,Ghazipur,Delhi,2994.4,0.45,133.25,24.6,ACTIVE
2023-04-07,Bhalswa,Delhi,1852.8,0.49,83.19,23.1,ACTIVE
2023-04-07,Okhla,Delhi,1275.7,0.44,56.64,26.9,ACTIVE
2023-04-07,Deonar,Mumbai,3038.6,0.48,136.13,17.7,CALIBRATING
2023-04-07,Pirana,Ahmedabad,2772.5,0.49,124.49,43.4,ACTIVE
2023-04-07,Perungudi,Chennai,2616.2,0.54,118.78,25.6,ACTIVE
2023-04-08,Ghazipur,Delhi,2546.7,0.55,115.87,22.8,CALIBRATING
2023-04-08,Bhalswa,Delhi,1882.6,0.45,83.78,43.1,ACTIVE
2023-04-08,Okhla,Delhi,1263.2,0.48,56.59,20.6,ACTIVE
2023-04-08,Deonar,Mumbai,3165.9,0.5,142.47,24.7,CALIBRATING
2023-04-08,Pirana,Ahmedabad,2183.5,0.59,100.22,37.9,ACTIVE
2023-04-08,Perungudi,Chennai,2145.3,0.44,95.25,22.7,ACTIVE
2023-04-09,Ghazipur,Delhi,2675.1,0.48,119.84,43.2,ACTIVE
2023-04-09,Bhalswa,Delhi,2038.4,0.43,90.3,37.8,ACTIVE
2023-04-09,Okhla,Delhi,1297.0,0.58,59.4,28.7,ACTIVE
2023-04-09,Deonar,Mumbai,2565.9,0.59,117.77,35.8,ACTIVE
2023-04-09,Pirana,Ahmedabad,2283.4,0.57,104.35,25.9,ACTIVE
2023-04-09,Perungudi,Chennai,2349.7,0.53,106.44,26.1,ACTIVE
2023-04-10,Ghazipur,Delhi,3013.0,0.48,134.98,22.9,ACTIVE
2023-04-10,Bhalswa,Delhi,1967.8,0.6,90.52,27.2,ACTIVE
2023-04-10,Okhla,Delhi,1230.9,0.42,54.41,32.5,ACTIVE
2023-04-10,Deonar,Mumbai,3196.2,0.45,142.23,44.7,CALIBRATING
2023-04-10,Pirana,Ahmedabad,2579.3,0.5,116.07,36.5,ACTIVE
2023-04-10,Perungudi,Chennai,2371.9,0.43,105.08,16.5,ACTIVE
2023-04-11,Ghazipur,Delhi,2959.9,0.59,135.86,36.9,ACTIVE
2023-04-11,Bhalswa,Delhi,2029.2,0.43,89.89,18.5,ACTIVE
2023-04-11,Okhla,Delhi,1223.2,0.42,54.07,41.9,ACTIVE
2023-04-11,Deonar,Mumbai,3082.9,0.6,141.81,37.5,CALIBRATING
2023-04-11,Pirana,Ahmedabad,2503.4,0.49,112.4,40.1,ACTIVE
2023-04-11,Perungudi,Chennai,2135.5,0.41,94.18,38.3,ACTIVE
2023-04-12,Ghazipur,Delhi,3046.9,0.43,134.98,34.6,ACTIVE
2023-04-12,Bhalswa,Delhi,1807.3,0.52,81.69,25.4,ACTIVE
2023-04-12,Okhla,Delhi,1334.4,0.53,60.45,19.5,ACTIVE
2023-04-12,Deonar,Mumbai,2655.9,0.55,120.84,27.6,ACTIVE
2023-04-12,Pirana,Ahmedabad,2633.8,0.53,119.31,44.9,CALIBRATING
2023-04-12,Perungudi,Chennai,2583.4,0.48,115.74,18.4,ACTIVE
2023-04-13,Ghazipur,Delhi,3073.7,0.58,140.78,29.9,ACTIVE
2023-04-13,Bhalswa,Delhi,1857.3,0.47,83.02,15.7,ACTIVE
2023-04-13,Okhla,Delhi,1100.9,0.57,50.31,16.3,CALIBRATING
2023-04-13,Deonar,Mumbai,3172.6,0.59,145.62,37.5,ACTIVE
2023-04-13,Pirana,Ahmedabad,2457.1,0.59,112.78,28.5,ACTIVE
2023-04-13,Perungudi,Chennai,2443.7,0.58,111.92,35.1,ACTIVE
2023-04-14,Ghazipur,Delhi,2746.0,0.48,123.02,34.2,ACTIVE
2023-04-14,Bhalswa,Delhi,1931.2,0.54,87.68,17.2,CALIBRATING
2023-04-14,Okhla,Delhi,1322.8,0.55,60.19,32.3,ACTIVE
2023-04-14,Deonar,Mumbai,3236.6,0.42,143.06,16.0,ACTIVE
2023-04-14,Pirana,Ahmedabad,2291.7,0.5,103.13,34.4,ACTIVE
2023-04-14,Perungudi,Chennai,2258.5,0.45,100.5,31.3,ACTIVE
2023-04-15,Ghazipur,Delhi,2603.1,0.5,117.14,22.6,ACTIVE
2023-04-15,Bhalswa,Delhi,2038.2,0.54,92.53,15.9,ACTIVE
2023-04-15,Okhla,Delhi,1144.8,0.41,50.49,23.7,ACTIVE
2023-04-15,Deonar,Mumbai,3365.8,0.56,153.48,38.9,ACTIVE
2023-04-15,Pirana,Ahmedabad,2564.5,0.47,114.63,41.1,CALIBRATING
2023-04-15,Perungudi,Chennai,2215.7,0.48,99.26,39.6,ACTIVE
2023-04-16,Ghazipur,Delhi,3113.3,0.47,139.16,29.4,ACTIVE
2023-04-16,Bhalswa,Delhi,2056.0,0.5,92.52,39.6,ACTIVE
2023-04-16,Okhla,Delhi,1116.0,0.45,49.66,15.4,ACTIVE
2023-04-16,Deonar,Mumbai,2936.9,0.53,133.04,27.6,ACTIVE
2023-04-16,Pirana,Ahmedabad,2368.1,0.59,108.7,37.9,ACTIVE
2023-04-16,Perungudi,Chennai,2050.2,0.43,90.82,35.8,ACTIVE
2023-04-17,Ghazipur,Delhi,2656.4,0.49,119.27,39.7,CALIBRATING
2023-04-17,Bhalswa,Delhi,1823.9,0.49,81.89,42.4,OFFLINE
2023-04-17,Okhla,Delhi,1257.4,0.57,57.46,27.0,ACTIVE
2023-04-17,Deonar,Mumbai,3117.7,0.53,141.23,17.9,ACTIVE
2023-04-17,Pirana,Ahmedabad,2537.9,0.55,115.47,38.1,ACTIVE
2023-04-17,Perungudi,Chennai,2350.0,0.57,107.39,22.8,ACTIVE
2023-04-18,Ghazipur,Delhi,2925.5,0.47,130.77,29.0,ACTIVE
2023-04-18,Bhalswa,Delhi,2172.2,0.5,97.75,37.0,ACTIVE
2023-04-18,Okhla,Delhi,1116.4,0.6,51.35,17.9,ACTIVE
2023-04-18,Deonar,Mumbai,3344.0,0.56,152.49,17.6,ACTIVE
2023-04-18,Pirana,Ahmedabad,2575.1,0.54,116.91,40.7,ACTIVE
2023-04-18,Perungudi,Chennai,2088.8,0.58,95.67,19.6,ACTIVE
2023-04-19,Ghazipur,Delhi,2649.8,0.57,121.1,19.1,ACTIVE
2023-04-19,Bhalswa,Delhi,2021.7,0.54,91.79,35.9,ACTIVE
2023-04-19,Okhla,Delhi,1166.6,0.47,52.15,42.3,ACTIVE
2023-04-19,Deonar,Mumbai,3229.8,0.41,142.43,42.4,ACTIVE
2023-04-19,Pirana,Ahmedabad,2143.0,0.53,97.08,17.6,ACTIVE
