filename,category,description,degradable,landfill_class,doc_fraction,estimated_mass_kg,methane_factor_kg_per_kg,ch4_kg,co2e_kg,energy_kwh,carbon_credits,hex_color,relative_path
Glass_277.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_277.jpg
Glass_278.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_278.jpg
Glass_279.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_279.jpg
Glass_28.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_28.jpg
Glass_280.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_280.jpg
Glass_281.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_281.jpg
Glass_282.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_282.jpg
Glass_283.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_283.jpg
Glass_284.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_284.jpg
Glass_285.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_285.jpg
Glass_286.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_286.jpg
Glass_287.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_287.jpg
Glass_288.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_288.jpg
Glass_289.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_289.jpg
Glass_29.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_29.jpg
Glass_290.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_290.jpg
Glass_291.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_291.jpg
Glass_292.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_292.jpg
Glass_293.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_293.jpg
Glass_294.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_294.jpg
Glass_295.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_295.jpg
Glass_296.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_296.jpg
Glass_297.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_297.jpg
Glass_298.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_298.jpg
Glass_299.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_299.jpg
Glass_3.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_3.jpg
Glass_30.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_30.jpg
Glass_300.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_300.jpg
Glass_301.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_301.jpg
Glass_302.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_302.jpg
Glass_303.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_303.jpg
Glass_304.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_304.jpg
Glass_305.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_305.jpg
Glass_306.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_306.jpg
Glass_307.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_307.jpg
Glass_308.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_308.jpg
Glass_309.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_309.jpg
Glass_31.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_31.jpg
Glass_310.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_310.jpg
Glass_311.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_311.jpg
Glass_312.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_312.jpg
Glass_313.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_313.jpg
Glass_314.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_314.jpg
Glass_315.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_315.jpg
Glass_316.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_316.jpg
Glass_317.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_317.jpg
Glass_318.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_318.jpg
Glass_319.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_319.jpg
Glass_32.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_32.jpg
Glass_320.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_320.jpg
Glass_321.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_321.jpg
Glass_322.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_322.jpg
Glass_323.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_323.jpg
Glass_324.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_324.jpg
Glass_325.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_325.jpg
Glass_326.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_326.jpg
Glass_327.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_327.jpg
Glass_328.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_328.jpg
Glass_329.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_329.jpg
Glass_33.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_33.jpg
Glass_330.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_330.jpg
Glass_331.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_331.jpg
Glass_332.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_332.jpg
Glass_333.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_333.jpg
Glass_334.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_334.jpg
Glass_335.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_335.jpg
Glass_336.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_336.jpg
Glass_337.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_337.jpg
Glass_338.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_338.jpg
Glass_339.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_339.jpg
Glass_34.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_34.jpg
Glass_340.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_340.jpg
Glass_341.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_341.jpg
Glass_342.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_342.jpg
Glass_343.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_343.jpg
Glass_344.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_344.jpg
Glass_345.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_345.jpg
Glass_346.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_346.jpg
Glass_347.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_347.jpg
Glass_348.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_348.jpg
Glass_349.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_349.jpg
Glass_35.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_35.jpg
Glass_350.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_350.jpg
Glass_351.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_351.jpg
Glass_352.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_352.jpg
Glass_353.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_353.jpg
Glass_354.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_354.jpg
Glass_355.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_355.jpg
Glass_356.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_356.jpg
Glass_357.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_357.jpg
Glass_358.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_358.jpg
Glass_359.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_359.jpg
Glass_36.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_36.jpg
Glass_360.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_360.jpg
Glass_361.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_361.jpg
Glass_362.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_362.jpg
Glass_363.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_363.jpg
Glass_364.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_364.jpg
Glass_365.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_365.jpg
Glass_366.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_366.jpg
Glass_367.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_367.jpg
Glass_368.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_368.jpg
Glass_369.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_369.jpg
Glass_37.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_37.jpg
Glass_370.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_370.jpg
Glass_371.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_371.jpg
Glass_372.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_372.jpg
Glass_373.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_373.jpg
Glass_374.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_374.jpg
Glass_375.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_375.jpg
Glass_376.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_376.jpg
Glass_377.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_377.jpg
Glass_378.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_378.jpg
Glass_379.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_379.jpg
Glass_38.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_38.jpg
Glass_380.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_380.jpg
Glass_381.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_381.jpg
Glass_382.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_382.jpg
Glass_383.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_383.jpg
Glass_384.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_384.jpg
Glass_385.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_385.jpg
Glass_386.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_386.jpg
Glass_387.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_387.jpg
Glass_388.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_388.jpg
Glass_389.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_389.jpg
Glass_39.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_39.jpg
Glass_390.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_390.jpg
Glass_391.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_391.jpg
Glass_392.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_392.jpg
Glass_393.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_393.jpg
Glass_394.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_394.jpg
Glass_395.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_395.jpg
Glass_396.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_396.jpg
Glass_397.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_397.jpg
Glass_398.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_398.jpg
Glass_399.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_399.jpg
Glass_4.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_4.jpg
Glass_40.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_40.jpg
Glass_400.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_400.jpg
Glass_401.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_401.jpg
Glass_402.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_402.jpg
Glass_403.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_403.jpg
Glass_404.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_404.jpg
Glass_405.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_405.jpg
Glass_406.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_406.jpg
Glass_407.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_407.jpg
Glass_408.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_408.jpg
Glass_409.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_409.jpg
Glass_41.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_41.jpg
Glass_410.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_410.jpg
Glass_411.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_411.jpg
Glass_412.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_412.jpg
Glass_413.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_413.jpg
Glass_414.jpg,Glass,"Glass bottles, jars, broken glass",False,Inert,0.0,0.3,0.0,0.0,0.0,0.0,0.0,#26c6da,RealWaste/Glass/Glass_414.jpg
